Style,Category,Artist,Title,Image URL,Art (image+title): agreeableness,Art (image+title): anger,Art (image+title): anticipation,Art (image+title): arrogance,Art (image+title): disagreeableness,Art (image+title): disgust,Art (image+title): fear,Art (image+title): gratitude,Art (image+title): happiness,Art (image+title): humility,Art (image+title): love,Art (image+title): optimism,Art (image+title): pessimism,Art (image+title): regret,Art (image+title): sadness,Art (image+title): shame,Art (image+title): shyness,Art (image+title): surprise,Art (image+title): trust,Art (image+title): neutral,ImageOnly: agreeableness,ImageOnly: anger,ImageOnly: anticipation,ImageOnly: arrogance,ImageOnly: disagreeableness,ImageOnly: disgust,ImageOnly: fear,ImageOnly: gratitude,ImageOnly: happiness,ImageOnly: humility,ImageOnly: love,ImageOnly: optimism,ImageOnly: pessimism,ImageOnly: regret,ImageOnly: sadness,ImageOnly: shame,ImageOnly: shyness,ImageOnly: surprise,ImageOnly: trust,ImageOnly: neutral,TitleOnly: agreeableness,TitleOnly: anger,TitleOnly: anticipation,TitleOnly: arrogance,TitleOnly: disagreeableness,TitleOnly: disgust,TitleOnly: fear,TitleOnly: gratitude,TitleOnly: happiness,TitleOnly: humility,TitleOnly: love,TitleOnly: optimism,TitleOnly: pessimism,TitleOnly: regret,TitleOnly: sadness,TitleOnly: shame,TitleOnly: shyness,TitleOnly: surprise,TitleOnly: trust,TitleOnly: neutral
Modern Art,Pop Art,Eduardo Arroyo,"Velazquez, mon p&#232;re",https://uploads4.wikiart.org/images/henri-matisse/icarus-1944.jpg,0,0,0.1,0,0,0,0.1,0,0,0.2,0.2,0.1,0,0.1,0,0,0,0.3,0.6,0,0.1,0,0.2,0.1,0,0,0.1,0.1,0.1,0,0,0.1,0,0,0.1,0,0.2,0.4,0.3,0,0,0,0,0,0,0,0,0,0.111,0,0.333,0.111,0,0,0,0,0.111,0.111,0.667,0
Modern Art,Color Field Painting,Paul Reed,#17DR,https://uploads2.wikiart.org/images/max-kurzweil/despair(1).jpg,0,0,0.3,0,0,0,0,0,0.2,0.1,0.1,0.1,0,0,0,0,0,0.5,0.1,0,0,0,0.3,0,0,0,0,0.1,0.2,0,0.1,0.1,0,0,0,0,0,0.4,0,0,0,0,0.3,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.3,0,0.2
Post Renaissance Art,Baroque,Otto van Veen,Batavians Defeating Romans on the Rhine,https://uploads8.wikiart.org/images/julio-pomar/kuka-huka-ii-1989.jpg,0,0.4,0,0.1,0,0,0.6,0,0,0,0,0,0.1,0.1,0.6,0.1,0,0,0.1,0,0,0.4,0,0,0.1,0.1,0.6,0,0,0,0,0,0,0.1,0.6,0.2,0,0,0,0,0,0.2,0,0.1,0,0,0.5,0.1,0,0,0,0,0,0.1,0.3,0,0,0,0.2,0
Modern Art,Post-Impressionism,Stefan Luchian,Lakeshore Grove,https://uploads0.wikiart.org/images/jean-hugo/les-plaisirs-de-la-plage-1928.jpg,0,0.091,0.273,0,0,0.091,0.273,0,0.364,0,0.091,0,0,0,0,0,0,0.273,0,0,0,0.091,0.273,0,0,0.091,0.182,0,0.273,0.182,0,0,0,0,0,0,0,0.273,0,0,0,0,0.364,0,0,0.091,0,0,0.545,0,0,0.091,0,0,0,0,0,0.182,0,0
Modern Art,Abstract Art,Julius Evola,"Paesaggio interiore, apertura del diaframma",https://uploads1.wikiart.org/images/wanda-koop/untitled-from-sightlines-2000.jpg,0,0,0.4,0,0.2,0.1,0,0,0,0.1,0,0.1,0.1,0,0.2,0,0,0.5,0,0,0.1,0,0.4,0,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.2,0,0,0.4,0,0,0,0,0.889,0.111,0,0,0.111,0,0,0.111,0,0,0,0,0,0,0.111,0.222,0,0
Post Renaissance Art,Rococo,Johann Anton de Peters,The Happy Mother,https://uploads7.wikiart.org/images/betty-goodwin/vest-no-1-1969.jpg,0,0,0.1,0,0,0,0,0.2,1,0.4,0.9,0.3,0,0.1,0,0,0,0.1,0.4,0,0,0,0.1,0,0,0.1,0,0.2,1,0.3,0.8,0.3,0,0,0,0,0,0.1,0.3,0,0,0,0.1,0.1,0,0,0,0.1,0.9,0.1,0.7,0,0,0.1,0,0,0,0.1,0.4,0
Modern Art,Post-Impressionism,Henri Le Fauconnier,Ploumanac&#39;h,https://uploads3.wikiart.org/images/tess-jaray/untitled-1967.jpg,0,0,0.167,0,0,0,0,0,0.75,0.167,0.083,0.25,0,0,0,0,0,0.083,0.083,0,0,0,0.167,0,0,0,0,0,0.75,0.167,0,0.25,0,0,0,0,0,0,0.083,0,0,0,0.4,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0.3,0.1,0.2
Modern Art,Surrealism,Hans Bellmer,Plate from La Poup&#233;e,https://uploads2.wikiart.org/images/fyodor-alekseyev/november-7-1824-in-the-square-in-front-of-the-bolshoi-theatre-1824(1).jpg,0,0.091,0.091,0,0,0.455,0.455,0,0,0,0.091,0,0.182,0,0.364,0.273,0.091,0.091,0.091,0,0,0.091,0.182,0,0,0.273,0.455,0,0,0,0,0,0.273,0,0.364,0.273,0,0.182,0.091,0,0,0,0.4,0.1,0,0.1,0.2,0,0,0.2,0,0.1,0.1,0.1,0.1,0,0,0.3,0.2,0
Post Renaissance Art,Realism,Jean-Francois Millet,The Wood Sawyers,https://uploads6.wikiart.org/images/lucas-cranach-the-elder/stag-hunt-of-elector-friedrich-iii-the-wise-1529.jpg,0.222,0,0.111,0,0,0.111,0.111,0,0.111,0.444,0,0.333,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0.111,0.111,0.111,0.111,0.444,0,0.111,0,0,0,0,0,0,0,0,0.222,0,0.111,0.111,0,0.111,0,0,0.111,0.222,0,0.222,0,0,0,0,0,0,0,0.111
Modern Art,Magic Realism,Carlos Orozco Romero,The Eclipse,https://uploads2.wikiart.org/images/max-pechstein/girl-on-a-green-sofa-with-a-cat-1910.jpg,0,0,0.091,0,0.091,0,0.545,0,0.182,0.182,0,0,0.273,0.091,0.455,0,0,0,0.091,0,0,0,0.182,0,0,0,0.364,0,0.091,0,0,0,0.182,0.091,0.545,0,0,0,0,0,0,0,0.273,0,0,0,0.091,0,0.182,0.091,0,0,0,0,0.364,0,0,0,0.091,0
Contemporary Art,Minimalism,Rodolfo Arico,Untitled,https://uploads5.wikiart.org/images/akira-kanayama/work-1957-1.jpg,0,0,0,0.091,0,0.091,0.091,0.091,0.091,0.091,0,0,0.091,0.091,0,0,0.091,0.455,0,0.091,0,0,0.091,0.091,0.091,0.091,0.091,0,0,0.091,0,0,0,0.091,0.091,0,0.091,0.364,0,0.091,0,0,0.2,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0.2,0,0.4
Post Renaissance Art,Rococo,George Romney,Ann Verelst (1751–1823),https://uploads4.wikiart.org/images/rosalyn-drexler/self-portrait-1964.jpg,0,0,0.1,0.4,0,0,0,0,0.1,0.3,0.1,0.1,0,0,0,0,0,0,0.7,0,0.1,0,0.1,0.5,0,0,0,0,0.2,0.3,0.1,0,0,0,0,0,0,0,0.5,0,0.2,0,0.3,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.4,0.2
Modern Art,Lyrical Abstraction,Rene Duvillier,Cronos 31,https://uploads1.wikiart.org/images/zao-wou-ki/flora-and-fauna-1951.jpg,0,0,0.4,0,0,0.1,0.1,0,0.1,0.1,0,0.1,0,0,0,0,0,0.6,0.2,0,0,0,0.4,0,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0,0,0,0.5,0.1,0,0,0,0.444,0,0.111,0,0,0,0,0,0,0.111,0,0,0,0,0,0.333,0,0.222
Modern Art,Color Field Painting,Frank Stella,Harran II,https://uploads8.wikiart.org/images/eduardo-arroyo/velasquez-mon-p-re-1964.jpg,0,0,0.167,0,0,0.167,0,0,0,0,0,0.25,0,0,0,0,0.083,0.5,0,0,0,0,0.25,0,0,0.167,0,0,0,0,0,0.25,0,0,0,0,0,0.333,0,0.083,0,0,0.333,0,0,0.167,0,0,0.083,0,0,0,0,0,0,0,0,0.25,0,0.25
Modern Art,Lyrical Abstraction,Bram van Velde,Etendue,https://uploads7.wikiart.org/images/paul-reed/17dr-1965.jpg,0,0,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.8,0,0.1,0,0,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.8,0,0.1,0,0,0.5,0,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0.375,0.125,0
Modern Art,Lyrical Abstraction,Jean Degottex,Suite La Rose,https://uploads7.wikiart.org/00115/images/otto-van-veen/batavians-defeating-romans-on-the-rhine-1613.jpg,0.067,0.067,0.133,0.067,0.133,0.2,0.2,0.133,0.133,0.2,0.2,0.133,0.133,0.067,0.2,0.067,0.067,0.467,0.067,0.067,0.067,0.067,0.2,0.133,0.133,0.2,0.133,0.133,0.067,0.133,0.133,0.133,0.133,0.067,0.133,0.067,0.067,0.467,0.067,0.067,0.067,0.067,0.267,0.067,0.133,0.133,0.133,0.133,0.2,0.067,0.2,0.133,0.133,0.133,0.067,0.067,0.067,0.333,0.133,0.067
Renaissance Art,High Renaissance,Dosso Dossi,Allegory of Music,https://uploads5.wikiart.org/images/stefan-luchian/lakeshore-grove-1898.jpg,0.048,0.016,0.177,0.048,0.032,0.048,0.016,0.065,0.597,0.145,0.242,0.161,0,0.016,0.048,0.048,0.032,0.113,0.194,0,0.016,0.048,0.161,0.065,0.048,0.032,0,0.065,0.5,0.129,0.226,0.081,0.016,0.016,0.081,0.065,0.032,0.065,0.177,0,0.032,0.016,0.194,0,0.048,0.016,0.016,0.097,0.597,0.097,0.161,0.21,0,0,0.032,0.016,0.016,0.065,0.194,0
Modern Art,Abstract Art,Wladyslaw Strzeminski,Unist Composition 14,https://uploads3.wikiart.org/images/julius-evola/paesaggio-interiore-apertura-del-diaframma-1921.jpg,0,0,0.2,0,0,0.3,0.3,0,0,0,0,0.1,0.1,0,0,0,0,0.2,0,0.1,0,0,0.1,0,0,0.4,0.3,0,0,0.1,0,0.1,0,0,0,0,0,0.3,0,0.1,0,0,0.2,0,0,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0.2
Post Renaissance Art,Realism,Albert Anker,Der Schulspaziergang,https://uploads5.wikiart.org/images/johann-anton-de-peters/the-happy-mother-1775.jpg,0.2,0,0.1,0,0,0,0,0.3,0.9,0.3,0.6,0,0,0,0,0,0,0,0.2,0,0.1,0,0.1,0,0,0,0,0.3,0.9,0.4,0.4,0.1,0,0,0,0,0,0,0.2,0,0.167,0,0.333,0,0.167,0,0,0,0.333,0,0.167,0,0,0,0,0,0,0.167,0.333,0
Modern Art,Impressionism,Charles Courtney Curran,Lotus Lilies,https://uploads6.wikiart.org/images/henri-le-fauconnier/ploumanac-h-1908.jpg,0.091,0,0.091,0,0,0,0,0.273,1,0.182,0.273,0.364,0,0,0,0,0,0,0.455,0,0.091,0,0.091,0,0,0,0,0.182,0.909,0.182,0.182,0.182,0,0,0,0,0,0.091,0.364,0,0,0,0.182,0,0,0,0,0.091,0.727,0,0.091,0.273,0,0,0,0,0,0.091,0.182,0
Modern Art,Abstract Art,Tihamer Gyarmathy,Fruits,https://uploads2.wikiart.org/images/hans-bellmer/plate-from-la-poup-e-1936(6).jpg,0,0,0,0,0,0,0.1,0,0.3,0,0.2,0.4,0,0,0,0,0,0.2,0,0.1,0.1,0,0.2,0,0,0,0.1,0.1,0,0,0,0.2,0,0,0,0,0,0.4,0.1,0,0.1,0,0.2,0,0,0,0,0.1,0.6,0,0.2,0.4,0,0,0,0,0,0,0,0
Post Renaissance Art,Romanticism,J.M.W. Turner,Childe Harold,https://uploads3.wikiart.org/images/jean-francois-millet/the-wood-sawyers-1852.jpg,0,0,0.083,0,0,0,0,0,0.417,0.333,0,0.25,0,0,0.083,0,0,0,0.333,0,0.083,0,0,0,0,0,0,0.083,0.417,0.333,0.083,0.167,0,0,0.083,0,0,0,0.333,0,0,0,0.417,0,0.083,0.083,0,0,0.167,0.083,0,0,0,0,0,0,0,0.167,0,0.167
Post Renaissance Art,Romanticism,Orest Kiprensky,Girl wearing the poppy wreath,https://uploads7.wikiart.org/images/carlos-orozco-romero/the-eclipse-1952.jpg,0.2,0,0,0,0,0,0,0.1,0.4,0.6,0.5,0.3,0,0,0,0,0.1,0,0.2,0,0.1,0,0,0,0,0,0,0,0.5,0.3,0.5,0.3,0,0,0,0,0.1,0,0.3,0,0.1,0,0,0,0,0,0,0.3,0.4,0.4,0.4,0.1,0,0,0,0,0,0,0.2,0
Renaissance Art,Early Renaissance,Pietro Perugino,Polyptych Annunziata (St. Illuminata),https://uploads8.wikiart.org/images/rodolfo-arico/untitled-1966-1.jpg,0.1,0,0,0,0,0,0,0.3,0.3,0.1,0,0,0,0,0.3,0,0,0,0.2,0,0.1,0,0.1,0,0,0,0.1,0.2,0.3,0.1,0,0.1,0,0,0.2,0,0,0.2,0.2,0,0,0,0.333,0,0,0,0,0.111,0.333,0.111,0,0.111,0,0,0,0,0,0.222,0.222,0
Modern Art,Impressionism,Giuseppe de Nittis,The Races at Longchamps from the Grandstand,https://uploads1.wikiart.org/images/george-romney/ann-verelst-1751-1823-1772.jpg,0,0,0.3,0.3,0.2,0.1,0,0,0.6,0.1,0.1,0.7,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0.3,0.1,0.1,0,0.2,0.6,0.1,0.1,0.6,0,0,0,0,0,0,0.1,0,0,0,0.3,0.2,0.1,0.1,0,0,0.3,0.3,0,0.5,0,0,0,0,0,0,0,0
Post Renaissance Art,Baroque,Gian Lorenzo Bernini,The Ecstasy of St. Teresa,https://uploads2.wikiart.org/images/rene-duvillier/cronos-31-1982(1).jpg,0.054,0.009,0.107,0.027,0.027,0.045,0.134,0.089,0.304,0.179,0.116,0.089,0.107,0.08,0.402,0.054,0.018,0.071,0.25,0,0.036,0,0.089,0.009,0.027,0.027,0.313,0.071,0.089,0.063,0.063,0.018,0.098,0.116,0.536,0.116,0.018,0.089,0.188,0,0.036,0.009,0.134,0.045,0.009,0.018,0,0.071,0.643,0.107,0.161,0.134,0,0.009,0.054,0,0,0.071,0.313,0
Modern Art,Lyrical Abstraction,Friedel Dzubas,Ascona,https://uploads6.wikiart.org/images/frank-stella/harran-ii-1967.jpg,0.1,0.1,0.1,0,0,0.2,0,0,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0.3,0.2,0.1,0.2,0,0,0.2,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0.3,0,0,0.5,0,0,0.1,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0.2
Modern Art,Post-Impressionism,William Orpen,The Mirror,https://uploads6.wikiart.org/images/bram-van-velde/etendue-1974.jpg,0,0,0.1,0,0,0,0,0,0.3,0.5,0.1,0,0,0.1,0.4,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0.2,0.3,0.1,0.1,0,0.1,0.4,0,0.1,0,0.1,0,0,0,0.5,0,0,0,0.1,0,0.2,0,0.1,0.1,0,0,0,0,0,0.2,0.1,0
Modern Art,Impressionism,Auguste Rodin,The Three Shades,https://uploads2.wikiart.org/images/jean-degottex/suite-la-rose-1959.jpg,0,0,0.2,0.1,0.1,0,0,0.1,0.1,0,0,0,0.2,0.4,0.6,0.1,0,0,0,0,0.2,0,0.2,0,0,0,0.1,0.1,0.1,0,0,0,0.2,0.4,0.6,0.1,0,0,0,0,0,0,0.4,0,0.1,0,0.2,0.1,0.1,0,0.1,0,0.2,0.1,0.3,0.1,0,0.2,0,0
Modern Art,Abstract Expressionism,Kenzo Okada,Decision,https://uploads4.wikiart.org/images/dosso-dossi/allegory-of-music-1522.jpg,0,0.091,0.364,0.091,0.091,0.091,0.091,0,0,0.182,0.091,0.182,0.182,0.091,0,0,0,0.455,0,0,0.091,0,0.364,0,0,0.091,0.091,0,0,0.182,0,0.091,0.091,0.091,0,0,0,0.364,0.091,0,0,0.182,0.091,0.182,0.182,0,0.091,0,0.091,0.091,0.182,0.273,0.091,0,0,0,0.182,0.091,0.091,0
Modern Art,Lyrical Abstraction,Stanley Boxer,Summonsfromthemilk,https://uploads8.wikiart.org/images/wladyslaw-strzeminski/unist-composition-14-1934.jpg,0,0,0.167,0.083,0.083,0.083,0,0,0.167,0,0.083,0.167,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0.333,0,0.083,0.25,0,0,0,0,0,0.417,0,0.083,0,0,0.364,0.091,0.091,0.091,0,0,0,0,0,0.182,0,0,0,0,0,0.182,0.091,0.091
Renaissance Art,High Renaissance,Michelangelo,Holy Family with St. John the Baptist,https://uploads8.wikiart.org/images/albert-anker/der-schulspaziergang-1872.jpg,0,0,0.083,0,0,0,0,0.167,0.583,0.167,0.667,0.167,0,0,0,0,0,0.083,0.5,0,0,0.083,0.083,0,0,0.083,0.083,0.25,0.5,0,0.667,0,0,0.083,0,0.083,0,0.083,0.333,0,0,0,0.083,0,0,0,0,0.167,0.583,0.333,0.583,0,0,0,0,0,0,0.083,0.333,0
Modern Art,Abstract Art,Gerardo Dottori,Ritmi astrali,https://uploads0.wikiart.org/00123/images/charles-courtney-curran/lotus-lilies-1888.jpg,0.1,0,0.6,0.1,0.1,0.2,0,0,0.1,0.2,0,0,0.1,0.1,0.1,0,0,0.6,0,0,0.1,0,0.6,0,0.1,0.1,0,0,0.2,0.1,0,0,0,0.1,0.1,0,0,0.5,0.1,0,0,0,0.5,0.1,0,0.1,0,0.1,0.1,0.1,0,0.2,0,0.1,0.1,0,0,0.5,0.1,0
Post Renaissance Art,Baroque,Adriaen Brouwer,Scene at the Inn,https://uploads8.wikiart.org/images/tihamer-gyarmathy/fruits-1951.jpg,0.091,0.091,0,0.273,0.091,0.091,0,0,0.273,0,0,0,0,0,0.182,0.182,0,0,0.091,0,0,0.091,0.091,0.182,0.091,0.182,0,0,0.364,0,0,0,0.091,0.182,0.091,0.273,0,0,0,0,0,0,0.636,0,0,0.091,0,0,0,0.091,0,0,0,0,0,0,0,0,0.091,0.182
Modern Art,Impressionism,Louise Abb&#233;ma,A Game of Croquet,https://uploads7.wikiart.org/images/william-turner/childe-harold.jpg,0,0,0.1,0,0,0,0,0,1,0.1,0,0.6,0,0,0,0,0,0.1,0.2,0,0,0,0.1,0,0,0,0,0,0.9,0.2,0,0.4,0,0,0,0,0,0.1,0.3,0,0,0,0.1,0,0,0,0,0,0.8,0.1,0,0.4,0,0,0,0,0,0.1,0.1,0.1
Post Renaissance Art,Neoclassicism,Jacques-Louis David,The Oath of Horatii,https://uploads2.wikiart.org/images/orest-kiprensky/girl-wearing-the-poppy-wreath-1819.jpg,0,0.091,0.091,0.182,0.364,0,0.273,0.091,0.182,0.091,0,0.182,0,0.091,0.182,0,0,0.182,0.455,0,0,0.091,0.091,0.091,0.455,0,0.364,0,0,0.091,0.091,0.273,0,0.091,0.273,0,0,0.091,0.182,0,0,0,0.273,0.091,0,0.091,0,0.091,0.091,0.182,0,0,0,0.091,0.091,0,0.091,0.091,0.455,0
Modern Art,Abstract Art,Fernando Lanhas,O2-43-44 (ou O Violino),https://uploads2.wikiart.org/images/pietro-perugino/polyptych-annunziata-st-illuminata.jpg,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.9,0,0,0,0.1,0.3,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.7,0,0,0.1,0,0.3,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0.2,0.1,0.1
Post Renaissance Art,Baroque,Francisco de Zurbaran,Still Life,https://uploads5.wikiart.org/images/giuseppe-de-nittis/the-races-at-longchamps-from-the-grandstand.jpg,0,0,0,0,0,0,0.091,0,0.182,0.455,0.091,0.091,0,0,0.182,0,0,0.091,0.091,0,0,0,0.182,0,0,0,0.182,0,0.364,0.455,0.091,0,0,0,0,0,0,0.091,0.182,0,0,0,0.091,0,0,0,0.091,0,0.182,0.455,0.182,0.182,0,0,0.273,0,0,0,0.091,0
Contemporary Art,Minimalism,Gianni Piacentino,Metalliod Blue-Gray Without Oval Sculpture,https://uploads0.wikiart.org/images/gian-lorenzo-bernini/the-ecstasy-of-st-teresa(1).jpg,0,0,0.6,0.1,0,0,0,0,0.1,0.2,0,0.1,0,0.1,0,0,0.1,0.3,0.1,0.1,0.1,0,0.6,0,0,0,0.1,0,0.2,0.1,0,0.1,0,0.1,0,0,0,0.3,0,0.1,0,0,0.8,0,0,0.1,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0.1,0,0.1
Modern Art,Abstract Art,Arthur Segal,Harbour on Bornholm,https://uploads5.wikiart.org/images/friedel-dzubas/ascona-1976.jpg,0,0,0.5,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0.5,0.2,0,0,0,0.5,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0.6,0.1,0,0,0,0.222,0,0,0,0.111,0,0.222,0,0,0.333,0.111,0,0,0,0,0.222,0.111,0.111
Modern Art,Art Informel,Bice Lazzari,Racconto n. 2,https://uploads8.wikiart.org/images/william-orpen/the-mirror-1900.jpg,0,0.1,0.3,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0.6,0.2,0,0,0.1,0.4,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0.7,0.2,0.1,0,0,0.667,0,0,0,0,0,0,0.111,0,0,0,0,0.111,0,0,0.222,0.111,0.111
Modern Art,Surrealism,Dora Maar,Sans Titre (Main-coquillage),https://uploads0.wikiart.org/images/auguste-rodin/the-three-shades.jpg,0.071,0.143,0.214,0.143,0.143,0.214,0.214,0.071,0.071,0.214,0.071,0.143,0.357,0.071,0.214,0.071,0.071,0.357,0.071,0,0.071,0.071,0.143,0.214,0.143,0.143,0.429,0.143,0.143,0.071,0.071,0.071,0.286,0.071,0.214,0.071,0.071,0.357,0.071,0,0.071,0.071,0.357,0.143,0.214,0.143,0.214,0.143,0.143,0.143,0.071,0.071,0.071,0.071,0.071,0.143,0.071,0.214,0.214,0.071
Post Renaissance Art,Rococo,Hubert Robert,The Old Bridge,https://uploads4.wikiart.org/images/kenzo-okada/decision-1956.jpg,0,0,0.2,0,0,0,0,0,0.5,0.5,0,0.3,0,0,0,0,0,0.1,0.3,0,0,0,0.2,0,0,0,0,0.1,0.4,0.5,0.1,0.3,0,0,0,0,0,0,0.3,0,0,0,0.4,0,0,0,0,0.1,0.3,0.5,0,0.1,0,0,0.2,0,0,0,0,0
Modern Art,Expressionism,Wassily Kandinsky,Moscow I,https://uploads7.wikiart.org/images/stanley-boxer/summonsfromthemilk-1991.jpg,0.071,0.071,0.286,0.071,0.143,0.357,0.143,0.071,0.143,0.071,0.071,0.286,0.071,0.071,0.071,0.071,0.071,0.429,0.143,0,0.071,0.071,0.286,0.071,0.143,0.286,0.143,0.143,0.214,0.071,0.071,0.143,0.071,0.071,0.071,0.071,0.071,0.571,0.071,0,0.071,0.071,0.714,0.071,0.143,0.143,0.071,0.071,0.143,0.071,0.071,0.143,0.071,0.071,0.071,0.071,0.071,0.143,0.143,0
Modern Art,Neo-Expressionism,Julio Galan,The Accomplices,https://uploads1.wikiart.org/images/michelangelo/holy-family-with-st-john-the-baptist.jpg,0.083,0.25,0.167,0,0.083,0.083,0.083,0,0.417,0.083,0,0.167,0.083,0.083,0.083,0,0.083,0.167,0.167,0,0.083,0.083,0.25,0.083,0,0,0.083,0.083,0.25,0.083,0,0.083,0.083,0,0.083,0,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0.25,0.167,0.083,0,0.083,0.25,0,0,0,0,0.167,0.083,0.083,0
Post Renaissance Art,Baroque,Rembrandt,Christ in the Storm,https://uploads4.wikiart.org/images/gerardo-dottori/ritmi-astrali-1916.jpg,0.1,0,0,0.1,0,0,0.8,0,0.1,0,0,0.3,0.2,0,0.4,0,0,0.1,0.7,0,0.1,0.1,0.1,0.1,0,0,1,0,0,0.1,0.1,0,0.1,0.1,0.5,0,0,0.2,0.3,0,0.1,0.1,0.2,0,0,0.1,0.4,0,0,0.2,0,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.8,0
Modern Art,Surrealism,Henry Moore,Three Points,https://uploads2.wikiart.org/images/adriaen-brouwer/scene-at-the-inn.jpg,0,0,0.3,0,0.1,0.2,0.2,0,0,0.1,0,0,0,0,0,0,0.1,0.3,0,0,0,0,0.4,0,0,0.1,0.2,0,0,0.1,0,0,0,0,0,0,0.1,0.3,0,0,0,0,0.4,0,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0.2,0,0.1
Modern Art,Neo-Expressionism,Romare Bearden,Louisiana Serenade,https://uploads6.wikiart.org/00141/images/louise-abbema/louise-abb-ma-a-game-of-croquet.jpg,0,0,0.182,0,0,0,0.091,0.091,0.273,0.091,0.273,0.091,0,0,0.091,0,0,0.182,0,0,0,0,0.182,0,0,0,0.091,0.182,0.273,0.091,0.091,0.091,0,0,0,0,0,0.273,0,0,0,0,0.273,0,0,0,0.091,0.273,0.364,0,0,0,0,0,0,0,0,0,0,0.091
Renaissance Art,Early Renaissance,Donatello,Virgin and Child with Four Angels,https://uploads5.wikiart.org/images/jacques-louis-david/the-oath-of-horatii-1784.jpg,0.1,0,0.1,0.1,0,0.1,0,0.2,0.4,0.4,0.8,0,0,0.1,0.1,0.1,0.1,0,0.4,0,0,0,0.1,0,0,0.1,0.1,0.2,0.3,0.2,0.5,0.1,0,0,0.1,0,0,0.1,0.1,0,0.2,0,0.1,0.1,0,0,0,0.2,0.5,0.3,0.6,0.2,0,0,0,0.1,0,0,0.2,0
Modern Art,Abstract Expressionism,Morris Graves,Chalice,https://uploads3.wikiart.org/images/fernando-lanhas/o2-43-44-ou-o-violino-1944.jpg,0,0,0.5,0,0,0,0.2,0,0,0,0,0.3,0.3,0,0.1,0,0,0.4,0.2,0,0,0,0.3,0,0,0.1,0.3,0.1,0,0,0,0.1,0.2,0,0.2,0,0,0.3,0.1,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0.1,0.1,0,0,0,0,0.1,0.3,0
Modern Art,Art Informel,Fritz Winter,Untitled,https://uploads8.wikiart.org/images/francisco-zurbaran/still-life.jpg,0,0.091,0.455,0,0.091,0,0.182,0,0,0.091,0,0,0,0,0.091,0,0.182,0.455,0,0,0,0.182,0.455,0,0.091,0,0.364,0.091,0,0.091,0,0,0,0,0,0,0.091,0.364,0,0,0,0.091,0.545,0,0.091,0,0,0,0,0.091,0,0,0,0,0,0,0.182,0.091,0,0.182
Modern Art,Abstract Art,Alphonse Allais,First Communion of Anaemic Young Girls in the Snow,https://uploads8.wikiart.org/images/gianni-piacentino/metalliod-blue-gray-without-oval-sculpture-1968.jpg,0,0.071,0.357,0,0.214,0.143,0.071,0,0.071,0.071,0,0.071,0.143,0.071,0.071,0,0.143,0.357,0,0,0.071,0.071,0.5,0.071,0.071,0.214,0,0.071,0.143,0.071,0.071,0,0.071,0,0.071,0.071,0.143,0.429,0,0,0.071,0.071,0.571,0.071,0.071,0.071,0.071,0.071,0.214,0.071,0.071,0.214,0.071,0.071,0.071,0.143,0.143,0.286,0.214,0
Modern Art,Color Field Painting,Friedel Dzubas,Untitled,https://uploads7.wikiart.org/images/arthur-segal/harbour-on-bornholm-1928.jpg,0,0,0.182,0,0.091,0.182,0,0,0.273,0.091,0.091,0,0,0,0,0,0,0.364,0.182,0,0,0,0.182,0,0.091,0.182,0,0,0.273,0.091,0,0.091,0,0,0,0,0,0.364,0.182,0,0,0,0.3,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.4
